"File","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","Drift.nm.s.","Feature","Orientation","Protein","Sample","Species","Region","Thickness","Prism","IPM"
"Grid_Position 227 0049 DC.hys",333.672235,16772.08368,199.056116,3554026.632,396.255459,396.865785,93.55134,95.49577694,4.719178,3.019485,251.049819,1.730588,-65.939503,0.011,0.06393,"IPM","Obl",0.421666667,"001-1","Colobus tephrosceles","BuccalCusp","Outer",2.562,1.923
"Grid_Position 227 0050 DC.hys",325.461004,17415.24035,200.037686,3395936.107,390.392159,390.755852,96.176041,98.42033784,5.128259,5.882616,250.074891,1.615912,-65.929503,0.011,-0.072223,"U","U",0.421666667,"001-1","Colobus tephrosceles","BuccalCusp","Outer",2.562,1.923
"Grid_Position 227 0051 DC.hys",326.855175,17158.26698,198.717088,3422538.094,390.725748,391.614076,95.169086,97.29661662,5.013317,2.787246,241.317609,1.740646,-65.919503,0.011,-0.074212,"H","Obl",0.421666667,"001-1","Colobus tephrosceles","BuccalCusp","Outer",2.562,1.923
"Grid_Position 227 0052 DC.hys",324.040287,17556.76017,200.144871,3368928.588,389.414606,389.830482,96.612516,98.90809596,5.211378,1.873051,231.440192,1.80563,-65.909503,0.0115,-0.08784,"T","Obl",0.421666667,"001-1","Colobus tephrosceles","BuccalCusp","Outer",2.562,1.923
"Grid_Position 227 0053 DC.hys",325.271777,17350.12265,198.081523,3392333.049,391.487909,390.96489,95.2861,97.427089,5.11451,6.727788,251.603774,1.591047,-65.899503,0.011,-0.114653,"B","Obl",0.421666667,"001-1","Colobus tephrosceles","BuccalCusp","Outer",2.562,1.923
"Grid_Position 227 0054 DC.hys",331.316117,16770.37532,207.065096,3508316.176,392.100976,392.059244,97.947276,100.4022013,4.780178,1.237481,238.907784,1.890973,-65.889503,0.011,-0.067203,"B","Obl",0.421666667,"001-1","Colobus tephrosceles","BuccalCusp","Outer",2.562,1.923
"Grid_Position 227 0055 DC.hys",340.47635,16046.56815,202.662105,3687603.819,399.605799,399.860545,93.50509,95.4443738,4.351489,4.67472,267.84827,1.667265,-65.879503,0.011,-0.014876,"T","Obl",0.421666667,"001-1","Colobus tephrosceles","BuccalCusp","Outer",2.562,1.923
"Grid_Position 258 0000 DC.hys",323.162692,10583.16454,107.249464,3352296.664,397.036233,397.171205,51.89897,50.96195676,3.156989,7.497557,253.170612,1.459298,-62.562503,-0.4265,-0.032024,"NP","NP",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0001 DC.hys",324.205844,12419.08425,139.721779,3372070.558,390.567383,390.869132,67.41408,67.14862427,3.682925,1.879926,235.856796,1.743977,-62.554003,-0.422,-0.028989,"H","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0002 DC.hys",330.273997,14930.98636,163.21526,3488187.628,399.691198,398.884246,77.427578,77.84498415,4.280442,4.297057,249.8384,1.629267,-62.544503,-0.4185,-0.236192,"IPM","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0003 DC.hys",330.223847,14076.62026,179.33132,3487220.36,388.666397,389.095131,85.084662,86.16039048,4.036631,0.826085,236.900404,1.938909,-62.536003,-0.414,-0.039814,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0004 DC.hys",333.069286,15008.7004,191.621479,3542302.305,391.039687,391.812833,90.206162,91.78949146,4.23699,1.308785,245.058249,1.873669,-62.526503,-0.409,-0.037017,"H","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0005 DC.hys",342.217261,15433.85967,200.496762,3722156.179,399.200507,399.950836,92.075672,93.85791407,4.146484,1.844918,259.374201,1.82619,-62.517503,-0.4055,-0.047502,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0007 DC.hys",315.700328,10816.27858,104.604214,3212444.833,393.327643,393.251782,51.709004,50.76661101,3.366993,6.657144,241.113542,1.471329,-62.567003,-0.418,-0.087037,"NP","NP",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0009 DC.hys",328.22329,14042.86437,162.010025,3448738.336,392.532392,393.232528,77.294145,77.70113487,4.071885,3.73743,249.594013,1.657132,-62.549003,-0.4085,-0.041477,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0010 DC.hys",338.985692,14726.63249,179.497539,3658139.757,400.467885,400.518426,83.150177,84.04828241,4.025716,2.964193,259.437306,1.719586,-62.540003,-0.405,-0.047614,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0011 DC.hys",329.201096,15113.98365,185.964653,3467521.84,390.103575,390.156163,88.482142,89.88851663,4.358728,2.854386,249.306572,1.733034,-62.530503,-0.4005,-0.067725,"H","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0013 DC.hys",345.283029,12844.59541,208.797352,3783374.743,391.881918,391.420811,95.108676,97.22926993,3.39501,0.341873,258.827728,2.155388,-62.513003,-0.392,0.684692,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0015 DC.hys",335.245365,12746.85365,142.335373,3584702.51,403.539215,402.411665,66.60719,66.29534443,3.555903,3.44228,255.032485,1.645682,-62.562503,-0.404,-0.032421,"T","Obl",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0016 DC.hys",330.067025,13824.81032,155.146193,3484196.496,396.513814,396.898235,73.64184,73.77760942,3.967862,4.448166,252.742222,1.617762,-62.553503,-0.4,-0.031331,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0017 DC.hys",336.778525,14577.09937,177.899694,3614719.094,398.252168,398.233519,82.903478,83.779484,4.032706,3.661514,260.357252,1.682649,-62.544003,-0.3955,-0.014768,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0018 DC.hys",340.034258,14868.69342,180.616205,3678853.84,401.075982,401.775784,83.432504,84.35605347,4.041665,4.512832,265.996582,1.649366,-62.535003,-0.391,-0.004394,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0019 DC.hys",332.059117,15428.04209,193.371735,3522700.694,391.539634,391.897395,91.28301,92.98001934,4.379606,2.140281,249.058716,1.790309,-62.526003,-0.387,-0.036495,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0020 DC.hys",341.26857,15476.60876,199.826118,3703308.289,399.225593,399.356355,92.000915,93.7750623,4.179131,0.993404,250.007494,1.928317,-62.517003,-0.3825,-0.034853,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0021 DC.hys",328.15915,10066.29465,104.368187,3447507.897,400.450019,400.496528,49.802407,48.80976777,2.919876,2.297592,241.037834,1.653281,-62.575503,-0.3995,-0.067902,"NP","NP",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0022 DC.hys",323.53005,12038.89952,131.759881,3359253.998,391.919954,392.057545,63.693718,63.22495529,3.583802,2.041238,235.144249,1.717339,-62.566503,-0.395,-0.027732,"IPM","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0023 DC.hys",333.575624,12253.19218,144.585192,3552146.797,396.633968,397.136034,67.969362,67.73657218,3.449517,2.34115,251.457751,1.718974,-62.557003,-0.391,-0.046782,"IPM","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0024 DC.hys",334.211593,14577.5339,179.122036,3564529.998,394.478473,395.249032,84.058708,85.03927632,4.089609,6.619169,266.332174,1.584071,-62.548503,-0.386,-0.043283,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0025 DC.hys",333.225968,14771.72854,186.389688,3545347.226,392.203849,392.66486,87.7056,89.0342917,4.166511,8.359989,269.549852,1.553465,-62.539503,-0.3825,-0.030428,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0026 DC.hys",340.247305,15566.89319,198.742144,3683069.289,398.386405,398.992621,91.752912,93.50028935,4.226609,6.433887,272.838411,1.610608,-62.530003,-0.378,-0.007543,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0027 DC.hys",343.919619,15376.59718,202.7921,3756091.101,400.939062,400.787948,92.708126,94.55932126,4.093776,4.005848,271.983941,1.698714,-62.521503,-0.374,-0.075742,"IPM","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0029 DC.hys",338.850674,9837.684765,114.819783,3655476.554,405.059578,403.110189,53.20832,52.31023318,2.691218,3.826076,266.32499,1.596478,-62.571003,-0.386,-0.041595,"H","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0030 DC.hys",339.932053,12617.98807,153.49916,3676832.358,400.937003,401.583797,70.925747,70.87709328,3.431755,2.856504,261.900735,1.699259,-62.562003,-0.382,-0.04114,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0031 DC.hys",332.256658,14756.85705,178.373233,3526529.783,393.481962,394.304324,84.157095,85.14669513,4.184526,8.903942,267.635528,1.531107,-62.552503,-0.3775,-0.028755,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0032 DC.hys",343.749495,14410.13569,191.125727,3752693.257,405.854803,400.296575,87.414292,88.71416518,3.839945,3.288277,270.391805,1.722964,-62.543003,-0.3735,0.075593,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0033 DC.hys",337.215893,15799.71495,201.750436,3623303.733,395.12164,395.950766,93.906778,95.89096835,4.360583,6.802278,270.363157,1.603659,-62.534503,-0.3685,-0.011019,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0034 DC.hys",333.661839,16058.81849,204.715363,3553824.336,393.152742,392.495303,96.213782,98.46249717,4.518743,10.907902,272.889836,1.524712,-62.525003,-0.3645,-0.092321,"H","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0035 DC.hys",319.948572,9480.083615,95.436376,3291715.864,394.234355,394.449124,46.605546,45.54387961,2.879982,1.773351,227.778306,1.677882,-62.584003,-0.381,-0.106004,"NP","NP",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0036 DC.hys",324.530432,11379.46358,126.0301,3378234.615,393.433335,392.249157,60.752507,60.14204544,3.368465,3.830983,247.18464,1.606622,-62.575003,-0.377,-0.021005,"H","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0038 DC.hys",337.124342,14581.39377,172.556976,3621505.972,400.442013,400.500773,80.33832,80.99190835,4.026334,4.13732,260.780968,1.653451,-62.557003,-0.368,-0.045172,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0039 DC.hys",344.513072,14480.96164,188.962713,3767955.373,401.34578,401.988545,86.249794,87.43622267,3.843188,7.812299,281.614874,1.570761,-62.548003,-0.3645,0.309358,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0040 DC.hys",328.159641,16517.11532,205.027484,3447517.311,391.747636,388.580011,97.834873,100.2762329,4.791017,9.58929,264.136517,1.544721,-62.539003,-0.3595,-0.149766,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0041 DC.hys",340.749413,16399.96302,211.868576,3693013.287,402.725202,398.80414,97.68119,100.1040462,4.440808,6.728422,273.782038,1.615141,-62.529503,-0.3565,0.000501,"S","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0042 DC.hys",317.577121,10299.59832,102.444474,3247352.748,392.449057,392.980884,50.368455,49.3900229,3.171691,6.103191,243.728196,1.484535,-62.588503,-0.372,0.019179,"NP","NP",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0043 DC.hys",317.597713,13016.83452,128.768257,3247736.744,399.779567,393.413183,63.307219,62.81888054,4.007971,11.018874,249.500673,1.423646,-62.579003,-0.368,-0.075974,"IPM","Obl",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0044 DC.hys",334.59549,13704.55473,151.446968,3572014.885,401.500455,402.463578,70.996801,70.95278526,3.836645,7.514872,264.548268,1.524081,-62.570003,-0.3635,-0.021403,"S","Obl",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0045 DC.hys",327.416928,14907.43389,170.975082,3433284.56,392.21197,392.809939,81.754704,82.52944255,4.342033,5.308723,252.727964,1.606616,-62.561003,-0.359,-0.085069,"H","Obl",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0046 DC.hys",311.240141,17890.59292,167.416489,3130201.305,397.625445,391.387233,83.839161,84.79964687,5.715477,11.803864,236.240012,1.451836,-62.552003,-0.355,-0.906486,"H","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0049 DC.hys",314.933752,10681.89624,103.198283,3198237.956,396.423567,392.565104,51.127189,50.16874079,3.339932,4.669673,234.438036,1.527673,-62.592503,-0.3635,-0.061776,"NP","NP",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0050 DC.hys",322.086809,12140.41653,125.191914,3331959.929,393.621935,394.817643,60.76608,60.15623399,3.643626,8.676702,253.03227,1.46209,-62.583503,-0.359,-0.024432,"IPM","Obl",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0051 DC.hys",281.201379,19069.85893,131.894487,2602560.312,391.903667,389.639529,72.437103,72.48926045,7.327346,14.149788,192.46345,1.363746,-62.574003,-0.355,-1.797107,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0052 DC.hys",339.380986,14166.45634,175.92404,3665942.157,399.189029,399.775474,81.408024,82.15273141,3.864343,0.281169,229.970452,2.108699,-62.565503,-0.3505,0.043512,"U","U",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0053 DC.hys",343.992122,15042.34576,192.903618,3757539.622,402.928541,402.47604,88.170523,89.54557363,4.003243,0.188737,231.338716,2.194672,-62.556503,-0.346,-0.021958,"H","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0054 DC.hys",329.581996,15363.16565,186.390481,3474851.917,391.544611,391.400465,88.591164,90.00854524,4.421243,5.149076,256.864595,1.632229,-62.547503,-0.342,-0.037151,"H","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 258 0055 DC.hys",332.920098,15865.58163,199.067562,3539404.167,392.886853,392.694709,93.749778,95.71637603,4.482557,3.770437,257.210968,1.699933,-62.538003,-0.3375,-0.034698,"IPM","Perp",4.385333333,"004-1","Colobus guereza","BuccalCusp","Inner",2.952,1.185
"Grid_Position 259 0001 DC.hys",339.590537,16493.67662,214.143066,3670081.512,398.181497,397.35686,99.037801,101.6257407,4.49409,0.595031,241.33282,2.025714,-62.362503,0.294,-0.152095,"S","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0003 DC.hys",330.937213,16261.48919,208.713036,3500991.31,388.80554,389.372073,98.830021,101.3924208,4.644824,1.528877,244.240578,1.862734,-62.344503,0.302,-0.025738,"T","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0004 DC.hys",334.211071,17453.71627,211.759023,3564519.832,397.119089,396.027976,99.374792,102.0043509,4.896513,3.304448,253.557688,1.728536,-62.334503,0.306,-0.37043,"H","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0005 DC.hys",343.245293,16954.25547,216.421277,3742631.576,401.532803,401.999644,99.116566,101.7142116,4.530036,2.709236,263.181973,1.772009,-62.325503,0.3105,0.008123,"B","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0006 DC.hys",336.748518,15596.47187,220.447754,3614130.475,389.92606,389.810315,102.739771,105.7983194,4.315415,0.47212,242.380863,2.083836,-62.317003,0.315,-0.017991,"B","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0008 DC.hys",344.631568,16516.11323,214.542273,3770326.447,408.655062,402.368837,97.894486,100.343037,4.380553,3.163538,267.912021,1.746577,-62.366503,0.303,-0.036522,"S","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0009 DC.hys",334.629337,16271.07039,211.281757,3572675.154,392.415605,392.387768,99.03759,101.6255037,4.55431,2.853216,256.738644,1.76142,-62.357503,0.307,-0.025556,"H","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0011 DC.hys",336.501824,15880.68034,206.946836,3609292.993,393.651989,394.055302,96.512274,98.79604028,4.399942,0.330351,231.549522,2.117671,-62.339003,0.3155,-0.051594,"S","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0013 DC.hys",335.430456,16321.04092,212.235616,3588319.973,392.874724,393.105888,99.267598,101.8838917,4.548379,1.158571,245.932398,1.913815,-62.321003,0.324,-0.101761,"H","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0014 DC.hys",327.479168,13985.58421,210.061994,3434476.219,414.85173,377.412943,100.427362,103.1884862,4.072116,0.912036,245.898748,1.975329,-62.380003,0.307,-0.103986,"B","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0015 DC.hys",334.148526,16074.87237,211.068656,3563301.074,390.760722,391.268112,99.067753,101.659382,4.51123,1.737601,250.646162,1.846415,-62.371003,0.312,-0.074438,"IPM","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0016 DC.hys",342.657898,16440.53439,220.08177,3730925.853,402.183655,398.68435,100.950991,103.7784539,4.406556,0.733953,249.236843,2.000584,-62.362003,0.316,-0.048565,"S","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0018 DC.hys",337.411847,16386.27251,226.374558,3627153.025,391.433623,391.701094,105.312399,108.7154622,4.517668,0.254619,233.440912,2.186347,-62.343503,0.3245,-0.021068,"H","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0019 DC.hys",333.080538,16802.37456,216.614183,3542520.93,390.72865,391.256696,101.968376,104.9264226,4.743056,1.104042,242.020729,1.923932,-62.334003,0.3295,-0.037348,"B","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0020 DC.hys",333.859769,16529.12844,212.139116,3557676.97,391.617656,392.297112,99.648858,102.3124443,4.646045,1.186672,243.652028,1.90775,-62.325003,0.333,-0.00606,"B","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0021 DC.hys",337.243859,16302.48619,226.043139,3623852.963,391.212386,391.334705,105.206088,108.5946291,4.498661,1.148061,251.718518,1.935857,-62.384503,0.316,-0.116567,"S","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
"Grid_Position 259 0022 DC.hys",348.198967,16502.0131,228.823705,3842040.893,403.035472,402.286501,103.431983,106.5818145,4.295116,1.298169,264.022962,1.917219,-62.375003,0.321,-0.051481,"S","Obl",2.2025,"004-1","Colobus guereza","BuccalCusp","Middle",6.68,1.334
